"K008552"	(2342.631376,0.000404179067)
"F010441"	(2752.110918,0.002924106331)
"A015324"	(381.1929148,0.0004045690454)
"K016032"	(2421.300465,0.002571958705)
"G007174"	(734.5354395,0.0007839237625)
"F015894"	(2606.317056,0.002767249142)
"I001623"	(1406.915943,0.001494583022)
"D012126"	(426.0544245,0.0004521058723)
"Q001012"	(237.7181407,0.0002523794449)
"K015394"	(3060.094243,0.003248056584)
"K012216"	(958.7138874,0.001016825844)
"O013816"	(1865.979405,0.00198045448)
"H003011"	(1134.81378,0.001205420938)
"D010240"	(2610.072641,0.002772170754)
"D000571"	(1698.795273,0.001803556436)
"E000998"	(2102.967595,-5.01611931e-05)
"M009343"	(2593.544964,-6.313336691e-05)
"C014872"	(1892.184799,-4.247291246e-05)
"B011300"	(2474.263473,-5.9319205e-05)
"J012036"	(1635.891262,-3.755648652e-05)
"L011048"	(2532.920351,-5.925674311e-05)
"E015886"	(2122.200907,-4.981021309e-05)
"J012361"	(807.4952822,-1.88816901e-05)
"N006314"	(235.1730914,-6.894852461e-06)
"A009057"	(1908.256546,-4.50244037e-05)
"L009880"	(1641.127373,-3.828766855e-05)
"A011424"	(526.1868782,-1.246820997e-05)
"O009738"	(80.31006785,-1.764847629e-06)
"C004335"	(2752.00676,-6.494691114e-05)
"D009410"	(1975.154692,-4.583210293e-05)
"O001128"	(430.8626947,-1.002444602e-05)
"I002378"	(2006.952404,0.0003472943828)
"F015304"	(2570.267674,0.0004450151447)
"J010638"	(1000.396872,0.0001733190221)
"J010824"	(2771.61668,0.0004808315128)
"E008233"	(2166.33124,0.0003761551507)
"K000057"	(2503.15722,0.0004303987919)
"N006064"	(2029.028618,0.0003513610435)
"M000175"	(2839.503946,0.0004925301587)
"J008342"	(2455.372382,0.0004281833978)
"H013990"	(1745.570853,0.0002981111759)
"D000007"	(982.0952094,0.0001710843776)
"C008993"	(2577.106173,0.0004453869553)
"I013226"	(2073.659753,0.000359661117)
"D012963"	(2861.059344,0.0004903379786)
"A009590"	(2940.719952,0.0005055731388)
"J006210"	(1489.514586,0.0002589088544)
"I006642"	(1698.839348,0.001415557704)
"O003252"	(2769.200172,0.00230556181)
"M001744"	(2158.609781,0.001798947466)
"D005972"	(159.9354713,0.000133460714)
"P010143"	(2187.052302,0.001822138837)
"G015571"	(1569.168633,0.00130383245)
"N005470"	(947.6290455,0.0007907457414)
"N002529"	(572.9725582,0.0004768974766)
"H008043"	(475.4649419,0.0003970896354)
"F001239"	(2819.520699,0.002349925873)
"O009499"	(1887.141553,0.001571337244)
"Q001375"	(2383.367455,0.001986422384)
"D010218"	(2763.159172,0.002301179199)
"J011649"	(2276.422567,0.001898633988)
"P015500"	(1704.427521,0.001419947803)
"I010661"	(107.0771825,8.90535506e-05)
"G015648"	(1044.868494,0.0001398571849)
"J011318"	(989.1463622,0.0001325043266)
"B014110"	(1759.140963,0.0002367788566)
"A015403"	(2371.268399,0.0003178489328)
"O001091"	(1821.537152,0.0002440841537)
"L000751"	(2509.519442,0.0003368675964)
"G001828"	(1945.23674,0.000259657234)
"I000358"	(1784.783238,0.0002382438733)
"F008107"	(2416.038061,0.0003236211768)
"F010495"	(855.9979581,0.0001145372093)
"O012789"	(1808.361159,0.000242163591)
"N007489"	(3185.090297,0.0004257373624)
"M010009"	(2153.276052,0.0002881887943)
"P006441"	(482.8476261,6.504389983e-05)
"P003467"	(2584.94989,0.0003455411746)
"K016126"	(2254.310899,0.0003021475318)
"L004168"	(1983.385611,-0.0003791733293)
"A008368"	(2394.34221,-0.0004589380514)
"A001645"	(2302.626347,-0.0004429323963)
"P015303"	(262.276028,-5.02940762e-05)
"O013794"	(2437.152598,-0.0004657879906)
"N008588"	(260.6712029,-4.931415531e-05)
"L006789"	(2471.202783,-0.0004734121365)
"H002048"	(2561.709412,-0.0004910338073)
"J006841"	(2436.542054,-0.0004674465386)
"H013320"	(2466.992933,-0.0004727610665)
"B014218"	(258.5124599,-4.894802589e-05)
"A000770"	(2325.536247,-0.0004474440112)
"H014342"	(2376.98736,-0.0004551311961)
"Q001461"	(1994.297042,-0.0003805755241)
"P011610"	(2212.68091,-0.0004234178813)
"P003889"	(285.7592557,-5.505438221e-05)
"H011440"	(2020.064721,0.002059060699)
"K012947"	(2044.329597,0.002081987157)
"K010239"	(2065.972463,0.00211695904)
"B005178"	(2269.221529,0.002311148391)
"B015308"	(2054.863698,0.002093465981)
"O014904"	(2687.970073,0.002738815645)
"A010900"	(2379.719659,0.002434805472)
"M010096"	(2702.91625,0.002752568125)
"M012405"	(2804.508086,0.002856782132)
"B012075"	(2260.528663,0.002301591841)
"B013175"	(1927.794897,0.001964144103)
"H006127"	(2661.318424,0.002708553768)
"F014742"	(1012.246883,0.001031369088)
"A011484"	(1246.016143,0.001269101326)
"M009650"	(1728.97872,0.00176088972)
"K013707"	(2365.244374,0.002410221111)
"L004851"	(2344.725676,0.00107475655)
"O001952"	(2594.250555,0.001190502602)
"L016089"	(2609.348997,0.001196494448)
"D003091"	(1731.145018,0.0007932611768)
"P003671"	(2622.474524,0.001204041926)
"F003932"	(811.0789898,0.0003722214518)
"I013728"	(232.7363756,0.0001071543316)
"H011518"	(2678.154681,0.001229605497)
"P009459"	(322.5822059,0.0001476710733)
"A005949"	(2539.191412,0.001165629715)
"B011694"	(2751.017607,0.001262328355)
"D009669"	(493.7815053,0.0002266864219)
"I000305"	(2766.588887,0.001266857592)
"N004773"	(1643.967711,0.0007530481968)
"L001195"	(2598.790094,0.001194723256)
"P008640"	(699.551036,0.0003211229152)
"A007211"	(2703.785278,0.004327056778)
"M011471"	(872.7301824,0.001398208897)
"K014679"	(1408.381366,0.002256221794)
"L014361"	(1400.229732,0.002242585027)
"E012723"	(2827.287999,0.004529640637)
"J008784"	(2209.440639,0.003538980759)
"N011495"	(2536.1838,0.004060969799)
"P011693"	(2342.471921,0.003751037441)
"P015935"	(1778.275471,0.002847968254)
"P002917"	(2378.426817,0.003810405908)
"A006843"	(1395.487441,0.002235384794)
"C002672"	(2119.54314,0.003394447009)
"K000718"	(817.3982173,0.001309331832)
"L003946"	(2466.020224,0.003947435128)
"M009719"	(1213.132239,0.00194154413)
"A014360"	(2643.881372,0.004235285327)
"P010336"	(2791.910987,0.002245772199)
"I007649"	(1967.504365,0.001582597803)
"B010945"	(2371.986546,0.001905589237)
"H003325"	(2676.816779,0.00215238705)
"O007278"	(1800.83539,0.00144730981)
"P002457"	(2695.524606,0.002166891928)
"C005349"	(2764.701366,0.002225069465)
"J016251"	(1873.108528,0.001504162001)
"O002904"	(2781.693404,0.002234205656)
"L001244"	(232.5041599,0.0001870237436)
"I008273"	(1104.559491,0.0008882416172)
"L002499"	(2612.682347,0.002101853461)
"B014010"	(2880.34285,0.002313094091)
"K002230"	(2776.456541,0.002231540084)
"K004424"	(1395.693792,0.001123511129)
"B001444"	(1220.01042,0.0009807250642)
"K011850"	(653.5982188,0.0007564138622)
"I015138"	(2541.410766,0.002938154693)
"N015624"	(2324.988244,0.002688920104)
"M016045"	(2188.412248,0.00252915923)
"G013801"	(2856.719309,0.003300887551)
"G004915"	(1423.582394,0.001644205711)
"F011546"	(2040.911715,0.002358982165)
"E016239"	(1343.761658,0.00155230306)
"N007113"	(2471.259188,0.002855022565)
"C002332"	(2699.947748,0.00311946802)
"B006159"	(2864.992879,0.003312552617)
"E009257"	(1954.686734,0.002257554139)
"N004385"	(401.4750226,0.0004641127898)
"P005331"	(856.8209215,0.0009900482751)
"L005073"	(2439.734669,0.002820367887)
"C008317"	(1199.164981,0.001386522938)
"J014544"	(1046.26608,0.0006362109364)
"P006360"	(2850.969766,0.001733053494)
"P003068"	(2802.069016,0.001700857926)
"I002709"	(2745.258069,0.001667709743)
"M010251"	(360.0416166,0.0002185866885)
"L011065"	(1568.141429,0.0009532467822)
"O014084"	(1846.56574,0.001121407933)
"N009559"	(1350.299101,0.0008210444842)
"N014119"	(2180.282483,0.001327016168)
"F013297"	(2710.531591,0.001648711561)
"E003885"	(427.4438628,0.0002593854525)
"J001604"	(1398.149539,0.000850499704)
"D004639"	(939.9431673,0.0005711180999)
"I008323"	(646.418193,0.0003928976499)
"G002356"	(2230.012686,0.001356312443)
"G006049"	(2284.461903,0.001388421648)
"P000869"	(1738.302574,0.001015804804)
"L000707"	(2549.817837,0.001494361705)
"E004390"	(2812.065817,0.001647771406)
"C011234"	(284.9380755,0.0001669148258)
"L012014"	(107.4832623,6.296420574e-05)
"C011023"	(1980.229378,0.001160296228)
"E004292"	(2974.945741,0.001739881828)
"K001400"	(1716.972387,0.001003060472)
"C007714"	(1826.688486,0.001069108191)
"O009190"	(2774.761394,0.001624022646)
"M008324"	(1210.168815,0.0007082748012)
"H015460"	(2923.996015,0.001709940978)
"N012350"	(1471.161465,0.0008630905269)
"G014946"	(1262.292674,0.0007359110786)
"D010486"	(846.968623,0.0004948909623)
"F014150"	(1351.613554,0.0007907907214)
"B009002"	(2538.388955,0.00229379973)
"E003733"	(1568.838512,0.001415906004)
"E008346"	(1787.176792,0.001615284143)
"C015674"	(1934.653554,0.001745639863)
"C015503"	(1660.337121,0.001500022812)
"C009754"	(1111.250559,0.001005113251)
"O011028"	(2427.019064,0.002195825357)
"D010984"	(1897.214305,0.001716796215)
"A010296"	(994.9213651,0.0008979042354)
"A005183"	(2365.96099,0.002138743621)
"F006670"	(2519.999925,0.002278613191)
"N000524"	(1391.072911,0.001258324452)
"J000964"	(2002.609582,0.00180929356)
"D004143"	(414.5937246,0.0003750080752)
"A012995"	(1866.397753,0.001685946518)
"K003128"	(1709.899862,0.001548425088)
"C009868"	(1546.636734,0.0006016577987)
"M005519"	(2423.110848,0.000932534757)
"G001804"	(2226.58484,0.0008653072381)
"F008166"	(1338.264418,0.0005203887871)
"P000722"	(2747.395778,0.001068796893)
"D005913"	(2014.253779,0.0007826600935)
"B006240"	(542.1449887,0.0002109751446)
"N007920"	(105.9569208,4.141616105e-05)
"M007575"	(1214.572428,0.0004716173375)
"D004621"	(1306.867815,0.0005085112129)
"N016287"	(2471.100346,0.0009608296623)
"P003357"	(2669.572727,0.00103419542)
"F005767"	(2669.365672,0.001037114674)
"A010696"	(1873.077386,0.0007299036672)
"H015518"	(1534.323885,0.0005951492323)
"G002177"	(2096.163912,0.000814210118)
"E007825"	(2027.698803,0.002207628019)
"M015688"	(1731.180765,0.001884390371)
"K004682"	(2740.585338,0.002981889166)
"A005440"	(2334.96708,0.002539578648)
"F013365"	(2212.163038,0.002408199056)
"A002910"	(1291.975979,0.001406537732)
"E014551"	(342.1709462,0.0003717963386)
"E002278"	(2587.050563,0.002817551056)
"A007420"	(1661.523457,0.001808199314)
"N008488"	(2248.378113,0.002449078351)
"H013104"	(2513.145781,0.002734901628)
"A006637"	(1348.911512,0.00146981675)
"K007884"	(1215.565538,0.001323401588)
"J006921"	(1777.215461,0.001933457871)
"E000876"	(1794.850693,0.001953700947)
"K015296"	(685.596632,0.0007459228603)
"H007452"	(1383.843306,0.0015814677)
"K015205"	(2860.172843,0.003264793092)
"K004614"	(1005.363161,0.001148484117)
"M013152"	(1831.195398,0.00209056511)
"D002913"	(2752.461109,0.003145087559)
"P003988"	(2350.353627,0.002681796863)
"N010163"	(2618.966907,0.002990654263)
"A004572"	(2558.335313,0.002919375758)
"M016134"	(1082.516949,0.001236088335)
"M007196"	(2383.0469,0.00272160359)
"F016013"	(2281.165115,0.002606108179)
"D015821"	(2233.379382,0.002550554383)
"M014661"	(1110.029994,0.001267413753)
"K002802"	(340.0714511,0.0003878124113)
"G012911"	(2762.137117,0.003153794893)
"P000128"	(2287.433523,0.002612055325)
"A002664"	(2931.628862,-0.001520305606)
"M010268"	(2625.063919,-0.001361330001)
"O001239"	(183.2987822,-8.015773847e-05)
"M006933"	(2769.548487,-0.001436503447)
"B000181"	(1625.562755,-0.0008442165306)
"G015456"	(2659.749818,-0.00138111865)
"F001446"	(2272.220614,-0.001180482321)
"N003865"	(2954.789993,-0.001533439827)
"C010596"	(2694.86099,-0.00139697373)
"A005670"	(826.8880221,-0.0004272198656)
"M012607"	(1337.53347,-0.0006931855391)
"K005435"	(2429.695345,-0.001258998718)
"L005430"	(1558.639607,-0.0008090962313)
"G001463"	(2266.382567,-0.001175947152)
"K004975"	(2118.972334,-0.001097991936)
"M010524"	(1310.474136,-0.0006800872194)
"E010068"	(1510.279281,0.001264415771)
"H012804"	(1352.214795,0.001133780325)
"B007101"	(2357.630855,0.001975437263)
"C014670"	(2181.862314,0.001830116775)
"C012340"	(2404.781029,0.002016991468)
"J003716"	(1219.637494,0.001022523304)
"O008166"	(1554.497761,0.001304767049)
"B012706"	(1400.853844,0.001175524908)
"M008986"	(2442.10785,0.002049388858)
"P007159"	(2091.204966,0.001752382497)
"C007792"	(1420.202288,0.001191156551)
"G003265"	(2725.972657,0.002287178933)
"H010559"	(134.6604733,0.0001128933987)
"A011157"	(260.2651272,0.0002180044926)
"C003016"	(2783.723841,0.00233440025)
"G006988"	(2660.953664,0.002232697722)
"K010741"	(2097.018338,0.001069249154)
"P003072"	(304.5426219,0.0001549302152)
"E001549"	(2801.028202,0.001426643747)
"J008925"	(862.7155298,0.0004395929826)
"M015288"	(1268.918839,0.0006457141416)
"P004811"	(2064.896575,0.001051138635)
"G004860"	(870.8471436,0.000443184392)
"L006467"	(81.57641452,4.126833177e-05)
"A004123"	(2095.712718,0.00106518589)
"F013529"	(2548.832799,0.001299427045)
"P013837"	(2858.935071,0.001455730589)
"E013950"	(1173.665596,0.0005981285931)
"O011947"	(2560.525852,0.00130347194)
"O010347"	(2454.75416,0.00125090076)
"I008497"	(2490.953784,0.001268223907)
"L007647"	(1040.839905,0.0005307093342)
"N001535"	(2824.741904,0.001748059072)
"M014273"	(2841.405075,0.001760380517)
"G001491"	(2871.203265,0.001777454038)
"K004401"	(2622.576847,0.001622359202)
"B002244"	(756.9339292,0.0004682467653)
"K001324"	(1408.38006,0.0008711528098)
"I015712"	(1700.44935,0.001051072443)
"C015698"	(1966.370341,0.001216034392)
"H003599"	(1880.647666,0.001164121495)
"A002050"	(2546.447133,0.001574840245)
"D013509"	(2757.42154,0.001706863426)
"C010436"	(2593.399835,0.001604225761)
"G007808"	(2590.2026,0.001602785771)
"G004308"	(1670.50463,0.001033651759)
"A004334"	(2221.840302,0.001374375993)
"G007168"	(2479.377595,0.001534902808)
"N007666"	(2462.081022,0.0006347344976)
"A008117"	(132.5657363,3.415923454e-05)
"B010812"	(2911.866152,0.0007509115342)
"N005055"	(2739.199147,0.0007062000644)
"N000291"	(2173.313148,0.0005614143694)
"E002750"	(1347.476596,0.0003476533802)
"L001490"	(1640.11018,0.0004254364445)
"H004973"	(2608.981859,0.0006758205797)
"L009873"	(1849.275465,0.0004764729779)
"G008857"	(1451.408821,0.0003749175501)
"E009011"	(2303.756524,0.0005951261324)
"F009598"	(2823.538331,0.0007296951967)
"C006283"	(837.7838943,0.0002162330642)
"G004983"	(2447.713013,0.0006305205542)
"A001397"	(1536.939231,0.0003969698909)
"C000497"	(133.6090382,3.447148234e-05)
"Q001251"	(2107.576958,0.001531682296)
"L015211"	(725.2999286,0.0005257969801)
"G014411"	(559.5664042,0.0004077961982)
"C005782"	(2182.051477,0.001584909369)
"I002984"	(2794.726247,0.002029523946)
"A006551"	(1752.519165,0.001272779813)
"L009047"	(1697.160928,0.001231255272)
"Q000346"	(2846.008773,0.002065682593)
"P003468"	(2409.531597,0.001750703112)
"K010230"	(2470.884309,0.001793459807)
"G008549"	(2697.564896,0.001958284491)
"H005546"	(2505.279488,0.001815911319)
"B015361"	(2044.938472,0.001484792512)
"P001777"	(1788.186127,0.001297225967)
"D002306"	(1462.313906,0.001060924458)
"N009009"	(1795.735869,0.001307088575)
"O011872"	(675.1259888,0.000499264744)
"P003165"	(1633.779293,0.001203854745)
"O009954"	(2195.503483,0.001617460225)
"I007173"	(2704.078191,0.001990505594)
"E015065"	(2494.106016,0.001838585974)
"B009676"	(1557.066563,0.001147504927)
"N001839"	(2204.276634,0.001625910291)
"F007968"	(2030.633435,0.001496665058)
"L006132"	(1918.347621,0.001413620979)
"O008370"	(2385.594349,0.001757702122)
"E008800"	(2858.079279,0.002106194517)
"P013796"	(638.3213743,0.0004707735097)
"F004577"	(1232.653284,0.0009084687432)
"I009342"	(449.1447577,0.0003296248937)
"J007283"	(208.2079226,0.0001531688155)
"A005856"	(1286.630881,0.0009488513489)
"C005850"	(2591.847925,0.00428096445)
"B015875"	(1357.418389,0.002242769405)
"O000548"	(2046.607754,0.003383010457)
"D001738"	(1860.756517,0.003071870283)
"O007237"	(211.6753996,0.0003498837974)
"I001442"	(1318.877099,0.002177991071)
"A014440"	(777.4318556,0.001283938589)
"J000293"	(1926.168825,0.00318183701)
"G002372"	(2694.557312,0.004450872105)
"B000936"	(2591.88267,0.004281175909)
"G010995"	(1079.096011,0.001782047515)
"C002989"	(2687.909776,0.004437081067)
"N005993"	(1765.585386,0.002914606483)
"A004686"	(534.0794372,0.0008815637287)
"K005575"	(2092.457459,0.003458492919)
"I002172"	(2291.227616,0.003783926152)
"M002812"	(2866.701053,0.001364734007)
"O001069"	(1621.050751,0.0007709350282)
"A003857"	(2123.557803,0.00100911954)
"G013044"	(1478.734945,0.0007033312737)
"K005175"	(2688.463046,0.001279904515)
"G006053"	(2341.194078,0.001114814378)
"G001284"	(2457.33048,0.001169818781)
"G007413"	(1001.555998,0.0004769443951)
"H014060"	(2587.972192,0.001232382406)
"D005627"	(1442.500179,0.0006870546577)
"E004155"	(2683.848751,0.001276632164)
"D006760"	(2150.958437,0.001024223747)
"H012462"	(2024.124659,0.0009622539037)
"H012765"	(2629.748766,0.001247227954)
"O011245"	(1516.91935,0.0007225927623)
"N005683"	(1586.359225,0.0007548154404)
"M012195"	(2944.78764,0.003058364189)
"C004593"	(1955.172582,0.002031360058)
"C007606"	(844.868336,0.0008761877851)
"N006786"	(1923.428252,0.001998052896)
"F004710"	(2494.030021,0.002588425476)
"J008958"	(2537.536182,0.002634849388)
"P014699"	(1653.382654,0.001715421456)
"A014917"	(1516.160448,0.001574257629)
"Q000225"	(1908.398124,0.001982931738)
"P004479"	(2788.42462,0.002896865806)
"N007898"	(2262.129051,0.002350365182)
"E004138"	(530.8345432,0.0005509049968)
"J001804"	(1752.892048,0.00182122482)
"M003397"	(1221.807456,0.001269004507)
"J001218"	(2474.697345,0.002569398458)
"E007848"	(2895.377244,0.003005828992)
"F007664"	(1861.676585,0.001877657278)
"B004695"	(2308.998542,0.002328034295)
"L014425"	(2768.448806,0.002791978058)
"J005384"	(2811.39172,0.002837194702)
"J009146"	(187.4862484,0.0001887328591)
"O014018"	(278.4569365,0.0002811811509)
"N006958"	(2696.491693,0.002720417127)
"H006208"	(555.117837,0.0005591437421)
"O002085"	(2590.523979,0.002613441846)
"A012397"	(555.2614076,0.0005608029327)
"J008763"	(1807.321107,0.001821467034)
"F001652"	(2200.102025,0.002219605734)
"B005310"	(2387.862149,0.002406978819)
"L009968"	(1814.742173,0.001830699191)
"G016125"	(374.4442284,0.000377231446)
"D016116"	(1396.790646,0.001409505088)
"F001016"	(907.172191,0.0006716223457)
"L007410"	(2560.484781,0.001896242783)
"C010629"	(2150.510583,0.00159155592)
"I002663"	(1304.062468,0.000965698479)
"L006066"	(2354.39012,0.001745041272)
"P013965"	(2145.283019,0.001587832802)
"E013637"	(307.6102362,0.0002275181089)
"H003032"	(107.4110176,7.919480704e-05)
"D014059"	(1860.755673,0.001378821145)
"I004620"	(1313.772914,0.0009714908457)
"J010991"	(1301.275433,0.0009634854593)
"B011729"	(1306.664979,0.0009669497458)
"C001233"	(1079.249332,0.0007975002011)
"G008049"	(2731.184538,0.002022441451)
"B001891"	(2883.164301,0.002134075858)
"L012726"	(584.1469111,0.0004317930012)
"L008171"	(708.866437,0.0005896139304)
"I010682"	(913.3809531,0.0007585399291)
"C011186"	(2431.762009,0.0020221324)
"F010720"	(2625.98276,0.002184454616)
"E001736"	(2406.912129,0.002003803093)
"E009743"	(2709.189687,0.00225305379)
"K015476"	(1988.175222,0.001654661294)
"G000650"	(2226.58281,0.001853956567)
"E015165"	(2394.353635,0.001990542418)
"B009120"	(1950.710968,0.001623000544)
"E006412"	(260.0486906,0.0002164007082)
"D010060"	(2423.862494,0.002016244559)
"E014188"	(1762.909019,0.001466611224)
"P011807"	(2253.35386,0.00187486762)
"A008534"	(1088.769983,0.0009057647506)
"I007848"	(2497.630025,0.002078084952)
"J007992"	(1155.280977,0.0007784572794)
"N006046"	(2414.947559,0.001625750759)
"D006917"	(2489.385711,0.001676661023)
"A002702"	(3058.104293,0.002062768934)
"E013223"	(2606.821563,0.001757211562)
"K007475"	(2377.54522,0.001601234174)
"C001418"	(2569.964536,0.001731585696)
"L002311"	(1704.261454,0.001148167352)
"O000399"	(2249.213635,0.001515555493)
"D006977"	(594.2169002,0.000400566894)
"I006275"	(2872.434996,0.001937575814)
"F014367"	(2561.149139,0.001722493492)
"C008312"	(2146.309468,0.00145715837)
"O005594"	(2610.087288,0.001757803641)
"N001463"	(334.7838917,0.0002254240087)
"B016190"	(609.9119165,0.0004109265506)
"C015816"	(2007.39349,0.00211575385)
"F002305"	(1089.968122,0.001149896461)
"N008005"	(1651.060817,0.001739974985)
