"K008552"	(676.2830506,0.0005559773189)
"G008427"	(351.8037659,0.0002952872931)
"J005353"	(-452.360119,-0.0002629512042)
"M005350"	(-28.16333922,-5.801299262e-05)
"J007876"	(-160.2539871,-0.000127160725)
"E016149"	(-398.5340369,-0.0001490240435)
"G006722"	(382.1738003,0.0003430637703)
"B014675"	(626.4574506,0.0003666347373)
"N016280"	(527.5750616,0.0003871157508)
"A012807"	(-646.0305764,-0.0004821610432)
"G006923"	(100.7608722,0.0001443470021)
"K003707"	(-428.8341723,-0.0001265656325)
"H015330"	(156.1561769,0.000180915756)
"D016026"	(14.28270334,9.134468448e-05)
"O008928"	(47.35736747,6.58629778e-05)
"P002916"	(-258.5822118,-0.0001600503658)
"N000785"	(12.57770051,-1.397492612e-05)
"N013287"	(-202.1104454,-0.0001217231425)
"J015266"	(-0.7274469004,-5.040406776e-05)
"O010775"	(-383.551252,-8.453076303e-05)
"C008799"	(244.8053048,0.0002272315112)
"H010121"	(15.48751837,-6.657410583e-05)
"G002855"	(-42.60867193,-4.819764927e-05)
"L004823"	(695.9223465,0.0003823385035)
"A003677"	(-222.7777573,-9.663906046e-05)
"C016004"	(309.1043536,0.0003122811103)
"D002509"	(-282.5865079,-0.0001358822544)
"E010672"	(-701.1668704,-0.0003112239493)
"P006337"	(-134.6879365,-0.0001918489706)
"F001509"	(-99.04242635,-5.153279983e-05)
"A004920"	(-92.1422111,-0.0002501256598)
"K008738"	(1222.521787,0.0008803236781)
"C001631"	(167.1759599,-3.833148194e-05)
"G010679"	(-406.5998681,-0.0003114306554)
"C013125"	(582.3971466,0.0001763778376)
"G002603"	(-23.86964561,-1.192536897e-06)
"P007333"	(1159.317519,0.000473069779)
"K013867"	(615.9529407,0.0002671409997)
"I005588"	(41.94170726,3.065495349e-05)
"D011124"	(29.04762703,-2.894690371e-05)
"G000837"	(-155.9009908,-7.947392926e-05)
"P002420"	(-37.04739766,-2.978247039e-05)
"O009393"	(80.2582449,-9.774039475e-05)
"N013852"	(-409.6936698,-0.0002058612634)
"N003715"	(133.7774406,-7.982958457e-05)
"B001996"	(357.9541815,0.0002020323269)
"H012620"	(257.9194778,0.0002146810829)
"K014722"	(-65.58974564,-7.476484987e-05)
"M016184"	(21.04172682,-1.126933413e-05)
"B003080"	(205.1934748,0.0001901563761)
"I005851"	(257.2067941,0.0001486802727)
"E007309"	(647.7312689,0.0003115972641)
"G011322"	(-1131.572323,-0.0007638950931)
"A001331"	(38.99462543,4.289100263e-05)
"D014246"	(-824.7606222,-0.0005339760853)
"N004496"	(-119.3007932,6.700315029e-05)
"I000774"	(-267.3211575,-3.56349749e-05)
"F011384"	(-392.185279,-0.0002827428096)
"M009401"	(115.8610401,-1.989376174e-06)
"E013665"	(410.0872973,0.0002750705699)
"A008608"	(-564.5295792,-0.0004235961228)
"E015805"	(700.5699313,0.0006464857594)
"A000343"	(-1301.770517,-0.000983053833)
"J001768"	(613.81213,0.0005637662972)
"F012860"	(397.4966591,0.0002632321553)
"L008462"	(-300.4601148,-0.000184159398)
"G001317"	(-347.0838667,-0.000102972365)
"I005544"	(-351.9045725,-0.0002126659583)
"B002962"	(-392.2321575,-0.0003356713279)
"F001620"	(278.5802125,9.877998257e-05)
"F010699"	(305.859128,0.0003593187048)
"P011986"	(236.9902181,0.0002012603334)
"A015239"	(67.31828479,0.0001556910814)
"L012547"	(270.8927242,6.978134182e-05)
"J003575"	(-53.46936243,4.31497122e-05)
"B015924"	(203.2977995,0.0002872478001)
"G009561"	(-327.2456024,-0.0001772066989)
"C013629"	(197.1072911,0.0001747629894)
"H000710"	(224.5097887,7.004996505e-05)
"P007392"	(72.86998564,0.0001193578769)
"B007659"	(-161.3395534,-0.0001773316465)
"L009753"	(346.7020959,0.0003681923388)
"L015625"	(590.7000812,0.0006017506251)
"B004501"	(-126.9446838,-0.0002360949314)
"N010038"	(-203.3736633,-0.000314473631)
"B003896"	(-162.3223568,-0.0001175967227)
"M011412"	(-337.1418261,-0.0002679200555)
"J011513"	(702.774467,0.001178571014)
"E011356"	(-705.7741391,-0.0007078750709)
"D001088"	(296.186019,0.0003893683656)
"F008430"	(248.5656873,0.000356252261)
"H012694"	(709.7462924,0.0008483883618)
"C011813"	(131.0123523,5.640836234e-05)
"F000330"	(-1118.908142,-0.001428473923)
"J013605"	(-236.8660491,-0.0003133538717)
"B015046"	(310.8426016,0.0005156119741)
"C016202"	(-516.0205702,-0.0007649692055)
"F013653"	(-424.4468386,-0.0002928252543)
"I015619"	(-5.399193651,-0.0001943893641)
"N000479"	(521.7018182,0.0004261770973)
"M012822"	(22.93938019,9.321377038e-05)
"E006150"	(-497.3550871,-0.0003539893593)
"C000240"	(537.1993136,0.0005430040355)
"L001866"	(-194.5479791,-0.0002771420465)
"B001125"	(40.44497804,0.0001672984403)
"B009353"	(-92.86443398,-8.970373057e-05)
"K007061"	(579.1111813,0.0003024307576)
"P003724"	(-236.4778728,-0.0001217454954)
"B007466"	(-796.6850945,-0.0004536993491)
"A009282"	(-178.2360357,-4.608866564e-05)
"A007852"	(-1019.351994,-0.0007443845808)
"D000041"	(-671.6695302,-0.0005623591137)
"J007033"	(136.9690756,0.0002730469079)
"H015867"	(-18.31996892,2.392926061e-05)
"K010996"	(520.5941835,0.0005180358671)
"G003707"	(90.51879457,0.0001465364943)
"P006558"	(-494.1180842,-0.0006783908332)
"D009307"	(-234.1703739,-2.096823688e-05)
"P015073"	(-213.7235858,-0.0001601411022)
"J003848"	(27.71040379,-6.293329183e-05)
"F006654"	(68.47475677,0.0001100142319)
"I015625"	(5.429053466,3.394997741e-05)
"F011300"	(96.71072826,-1.191857503e-05)
"C015505"	(32.92993596,0.0001149083291)
"Q001794"	(-16.07409789,2.461134864e-05)
"C013407"	(219.8820995,0.0001829440046)
"I007731"	(420.6536975,0.0002561038459)
"N014751"	(50.05097865,5.141173108e-06)
"E013421"	(-253.5811627,-0.0002180085353)
"I007980"	(381.9323667,0.0003838379899)
"D002892"	(-28.27954127,0.0001498481863)
"I007827"	(302.4745447,0.0003544389795)
"D004635"	(648.6516069,0.000206454781)
"N014047"	(14.17540396,6.589520435e-05)
"H012403"	(228.2331495,0.0001840525599)
"L015488"	(-3.044009489e-08,-1.373832394e-07)
"C000192"	(-358.1457634,-0.0002905020361)
"P001262"	(475.9904324,0.0001509605193)
"B007038"	(354.0805308,0.0005319241089)
"J012307"	(263.9921332,0.000173200008)
"K005685"	(405.8599781,0.0002845237335)
"K013341"	(521.7294416,0.0004147612685)
"K008344"	(770.8334738,0.0006031768883)
"I009263"	(-266.8587055,-0.0002841685411)
"J013018"	(153.3410965,0.0001054380023)
"I002104"	(-577.4716704,-0.0006058895993)
"N012709"	(31.14062266,-6.81355223e-05)
"L015381"	(447.7471444,0.0002292923984)
"B007557"	(201.9643085,3.456466416e-05)
"L001747"	(149.0153407,7.177765448e-05)
"N005533"	(323.4866589,0.0002491482383)
"K005091"	(266.1139449,0.0002076447821)
"B015135"	(73.94423247,0.0001629334644)
"F002517"	(-809.9629789,-0.0007302878696)
"O013913"	(-241.768125,-0.0001447930803)
"O014205"	(18.97797668,0.0001554042227)
"K009999"	(162.5929378,4.803095661e-05)
"L015251"	(-124.197134,-0.0001510820221)
"L001528"	(-716.6107965,-0.0006307531377)
"J009624"	(222.5749265,0.00023806667)
"B000017"	(-302.0428471,-0.0001292099121)
"I015314"	(490.5496317,0.0004127735194)
"A012156"	(-363.7703473,-0.0001873735319)
"G011879"	(512.6093787,0.0002814188674)
"J003906"	(-922.661076,-0.0006464691148)
"A008172"	(-407.5700447,0.0001034780081)
"J015007"	(-417.6379887,-0.0002760372846)
"F015478"	(512.0539891,0.0003129190647)
"O008925"	(91.88868559,8.477204375e-05)
"K007699"	(-617.1208317,-0.0004056579821)
"O014319"	(679.3045017,0.0004416012168)
"N007875"	(599.7243435,0.0004181397945)
"K012209"	(459.0824162,0.0001935297411)
"F000196"	(-513.0064872,-9.43912151e-05)
"L002997"	(104.9287772,0.0001089031537)
"K014959"	(1050.479952,0.0007392793791)
"I006814"	(-77.51963075,-0.0001501126568)
"K002089"	(4.339727536,9.641608221e-05)
"G000125"	(-728.644585,-0.000344880735)
"M013157"	(-219.8744252,-0.0002873353373)
"E015880"	(78.74517265,0.0001217266844)
"C003976"	(-526.2078678,-0.0002857657722)
"O004527"	(-44.13621016,-8.149803877e-05)
"G009280"	(165.9079619,0.0001080981666)
"J013889"	(-94.29880922,4.005526656e-05)
"F005005"	(-318.6434118,-0.0003908157696)
"H001187"	(85.96116579,0.0001885229077)
"K000915"	(499.6051651,0.0006358164027)
"K001242"	(-61.0872724,3.78931395e-05)
"J005872"	(-474.1381891,-0.0004660744747)
"J013645"	(-338.7445654,-0.0002418224404)
"F000769"	(436.694036,0.0003397344938)
"P014022"	(363.099706,0.000383603516)
"J004018"	(322.4569195,0.0002909629435)
"B015448"	(-451.8202448,-0.0003537324378)
"N014483"	(958.897168,0.0006419548213)
"F004912"	(-243.5377721,-0.0003558887404)
"K004115"	(137.614658,0.0003048671377)
"M011371"	(327.1156389,0.0002167635666)
"O007045"	(1060.014472,0.000953053258)
"J010811"	(7.461815064,4.014323771e-05)
"G007091"	(134.8945884,0.0001047759591)
"C002054"	(-79.78715563,-3.688133662e-05)
"F003435"	(-408.0776055,-0.0003406126872)
"G002048"	(429.0347496,0.000389551237)
"B009482"	(641.2413688,0.0004622599389)
"G006409"	(-104.5007383,-0.0002789711537)
"L006615"	(211.0744171,3.816319766e-05)
"I013131"	(-901.5681539,-0.0005822158618)
"J000980"	(15.78207733,-0.0001427430147)
"A004802"	(-1629.561875,-0.001339407287)
"A016137"	(212.2904725,0.0001277986542)
"P006864"	(-79.03299827,-5.897914201e-06)
"N003330"	(-113.8243034,-0.0001791237288)
"O000501"	(290.364971,0.0002310552179)
"D015575"	(-171.4506773,-0.000118171176)
"L015200"	(-1261.323908,-0.001308773482)
"K015940"	(-454.3302066,-0.0004618109634)
"J011900"	(-16.6523283,-0.0001421529773)
"M012654"	(32.72256763,3.659357908e-05)
"G001801"	(709.3125217,0.0004932846264)
"P007516"	(409.5061068,0.0001787335171)
"O005361"	(152.960678,-4.598637654e-06)
"F013848"	(-236.4077924,-0.0003478218311)
"N013397"	(-410.9358452,-0.0004066413921)
"C004480"	(-20.77302133,3.382238844e-05)
"A006284"	(-836.9508127,-0.0005251990609)
"O014402"	(478.9534647,0.000181253601)
"K015704"	(479.5139884,9.148523653e-05)
"M004905"	(-860.1760187,-0.0004128628898)
"H011573"	(-768.524159,-0.0001083702978)
"J006567"	(226.0498921,0.0001742407352)
"N008929"	(-305.1979845,-0.0002186523525)
"B002237"	(193.1723223,0.0001750750924)
"F013086"	(268.1386999,0.0001895443243)
"J002680"	(-538.7890803,-9.195151801e-05)
"H002364"	(288.1367451,0.0001209743158)
"C004986"	(541.8926471,0.0001291011416)
"L002607"	(93.03968707,0.0001185575515)
"M002121"	(-256.5820087,-2.051031828e-05)
"F004775"	(363.1707641,0.0002410486746)
"I010137"	(-296.1216758,-0.0002196098525)
"D002503"	(998.8540028,0.0006040309169)
"P013896"	(-516.9422192,-0.0004132989846)
"P004597"	(248.994309,5.149292459e-05)
"I000730"	(-287.1880849,4.615496396e-05)
"B003667"	(71.84333012,-4.62686355e-05)
"F007556"	(-74.95206179,2.590435941e-05)
"A005044"	(66.66999715,-2.937579429e-05)
"N016336"	(161.1631799,3.03343286e-05)
"B012541"	(577.1396116,0.0001403094018)
"M015054"	(56.48019903,-7.77458451e-05)
"O000441"	(-257.5158584,-3.090194761e-05)
"P003876"	(262.5556086,0.0002526324469)
"K008647"	(439.3660587,0.0002164583232)
"C008697"	(-52.59575489,-2.29385173e-05)
"G010321"	(889.6334759,0.0003506015586)
"D006487"	(-689.1472844,-0.0003340268238)
"A010821"	(-73.4180729,-2.162904993e-05)
"L015947"	(1164.993222,0.0009115009805)
"M000040"	(-31.14834648,-2.576306232e-05)
"I013039"	(173.544425,0.0001955211987)
"B010402"	(-159.5162988,0.0001944567132)
"F013986"	(611.1347126,0.0003926692503)
"C002978"	(-25.08585368,3.864774379e-05)
"C011466"	(520.486247,0.0004057677206)
"N009365"	(-546.546293,-0.0004026606981)
"H000722"	(321.9607892,0.0002818396076)
"N012771"	(726.420526,0.0007407577851)
"A006972"	(199.5869032,0.0002251324097)
"K011534"	(-1072.607335,-0.0008686589485)
"P009186"	(53.03629883,-0.0001557094812)
"P000519"	(997.3406616,0.0006304288669)
"B013487"	(-245.9210254,-0.0001805604322)
"M011364"	(-246.2542198,-0.0001468883952)
"G013357"	(10.73602498,-6.328666794e-05)
"K009772"	(59.90371113,-5.776901372e-05)
"G014494"	(317.5321206,0.0002032331061)
"E016012"	(108.2347083,-8.239723974e-06)
"M007520"	(413.2693594,4.314385195e-05)
"Q000984"	(-102.3842884,-4.065857846e-06)
"F006680"	(420.574817,0.0001359865998)
"H009761"	(408.2889617,0.0001987639148)
"L011202"	(399.0612487,0.0005576987015)
"J011225"	(-211.4298701,-3.566429157e-05)
"P015364"	(626.254957,0.0004504833241)
"P007247"	(1145.054099,0.0007876985601)
"B006293"	(385.9392226,0.0001481332343)
"K012863"	(17.81452731,-5.930086916e-05)
"G015720"	(-50.80458809,-2.063745918e-05)
"F000131"	(60.86332725,5.536843949e-05)
"J003211"	(-87.42179269,0.0001400426316)
"D003513"	(-314.6203177,-0.000311762786)
"N008139"	(16.43167822,-8.25176679e-05)
"L006680"	(-625.0562531,-0.0003093600648)
"L002637"	(408.1366743,0.0002608714271)
"H010317"	(279.2618172,0.0002633501303)
"M008118"	(504.5585973,0.0001667574256)
"K010050"	(-554.948459,-0.0003205543854)
"M006756"	(364.2012103,0.0002540109559)
"M009308"	(-125.2287527,-2.516654598e-05)
"C011415"	(-384.0765901,-0.0002630720848)
"J007014"	(-270.9407125,-0.0001577010127)
"L010813"	(527.4170557,0.0004026492943)
"E014760"	(140.6157669,0.0002130916098)
"J005228"	(145.8082393,0.0001357290443)
"F011368"	(293.1808385,0.0003287577521)
"L016090"	(-782.9116724,-0.0003758052968)
"N008054"	(-46.64634229,-8.893774169e-05)
"D015317"	(861.9118796,0.0005397769885)
"C015626"	(478.6913122,0.0003650383345)
"H003317"	(-208.3609405,-0.0002005347231)
"K010839"	(620.5549694,0.0003155671298)
"E016057"	(-52.3125489,-7.892684321e-05)
"K014091"	(-80.54152067,-0.00016002974)
"A014670"	(-239.632102,-9.760917028e-05)
"I010660"	(1451.012252,0.0009243129542)
"M001585"	(-200.8570963,2.896768572e-05)
"I009474"	(93.24765276,0.0001884135051)
"J015439"	(-132.8817193,9.578365625e-05)
"C000541"	(-246.0055133,-0.0005325518305)
"C009553"	(-609.1882639,-0.0003111073899)
"E008555"	(218.0109698,8.102048354e-05)
"M003310"	(-671.6831749,-0.0004674166545)
"G013670"	(-380.6324585,-0.0002706364828)
"A004791"	(1080.705267,0.0006364410849)
"C001481"	(101.9315374,-8.63063783e-06)
"H014600"	(-187.5904578,0.0001690729918)
"G011572"	(306.3659303,0.0004095956405)
"B003644"	(-638.9488191,-0.0003342432775)
"O004161"	(46.51411147,5.025810201e-05)
"M007140"	(102.9783226,3.131303421e-05)
"O011642"	(-518.1490257,-0.0005282082265)
"L003419"	(-284.8492581,-1.290835903e-05)
"C005773"	(192.8570365,0.0002909613506)
"A013537"	(108.8863963,6.995107549e-05)
"O012898"	(-52.3353648,0.0001423878426)
"P004204"	(-534.6272701,-0.000601777762)
"C003851"	(-550.4502609,-0.0006966017479)
"H011482"	(81.38826678,0.0003904223639)
"E002045"	(108.8967789,0.0002531006629)
"C014333"	(-144.2242451,-0.0002176333891)
"E010839"	(-78.50200752,-6.7101701e-05)
"D005824"	(378.1761618,0.0005114287538)
"G012586"	(297.0107924,0.0001921968905)
"M002449"	(77.22899831,3.73718028e-05)
"L010362"	(-5.633314228,0.0002120537779)
"O006421"	(-77.34836509,-0.0001765550287)
"I002306"	(-343.4883531,-0.000232753094)
"J014815"	(-575.2657109,-0.0007909640428)
"I006211"	(-581.658388,-0.0008017098252)
"M009878"	(142.8647473,2.244481544e-05)
"H015618"	(850.6943127,0.0008972579061)
"A004211"	(162.4166951,0.0001280020097)
"D005924"	(200.2321495,0.0003262009193)
"E000437"	(-684.6588941,-0.000638852587)
"B013292"	(-653.5077034,-0.000600598931)
"B001675"	(39.42933766,-0.0001647214839)
"I011745"	(430.3749351,0.0004974606682)
"I010880"	(-104.524903,-0.0002036697589)
"E007014"	(-27.96440813,-0.0002110779388)
"N015368"	(589.2368978,0.000444151346)
"H000257"	(304.8194097,0.0002638203171)
"H000208"	(30.77278249,0.0001079133704)
"J008093"	(410.1922278,0.0003135609382)
"D006791"	(-571.8732891,-0.0007037955194)
"G011560"	(-658.8254123,-0.0003798193542)
"O003652"	(-44.97662641,-8.066854662e-05)
"G010652"	(11.49147899,-0.0001345970484)
"I005209"	(272.2709271,0.0003746302156)
"O015919"	(297.1647547,0.0002977347495)
"E009489"	(22.17368092,8.231679315e-05)
"E011655"	(170.2549966,-5.433289455e-05)
"K000285"	(59.17126343,0.0003632413611)
"A013391"	(-285.1147688,-0.0002716965059)
"F011631"	(69.54733555,-3.990386083e-05)
"G013632"	(-217.1560674,-0.0003302508263)
"I006240"	(375.7971486,0.000420407158)
"I012165"	(-1344.899929,-0.001527768985)
"P010588"	(-15.20755713,-0.0001147843101)
"I009759"	(-352.1824189,-0.0004642886465)
"F005859"	(349.0618744,0.0002887583533)
"F001112"	(8.115308693,2.211308356e-05)
"A015529"	(-252.7039672,-3.248107114e-05)
"N005955"	(839.8305677,0.0009005103385)
"J015385"	(-23.44594876,-0.0002311200519)
"O013862"	(456.8705721,0.0003064548171)
"P002483"	(397.7292229,0.000223077011)
"F010041"	(483.9601433,0.00017440397)
"B009872"	(-381.8449394,-0.0002273604432)
"G011264"	(800.8098944,0.0004803924921)
"L009548"	(424.923204,0.0002653977315)
"L015454"	(123.9291435,0.0001800148045)
"K014457"	(-355.2251529,-0.0003332106184)
"B013477"	(-403.3712166,-0.0002298088708)
"L002109"	(-267.3830726,-0.0003483780926)
"B015668"	(115.9368753,7.13391065e-05)
"H011859"	(-841.1215889,-0.0006871709941)
"J008054"	(225.0095532,0.000131156225)
"K005591"	(280.0761684,-2.734892854e-05)
"D003424"	(-110.100942,-2.415875298e-05)
"D011209"	(-538.4731041,-0.0004332938159)
"A005510"	(-229.7466962,-7.719256906e-06)
"K004810"	(-262.7943505,-8.775644466e-05)
"H014570"	(850.6936361,0.0004791185271)
"F012895"	(268.1696048,0.0001468280216)
"A015537"	(263.9372984,0.0001516861218)
"G005590"	(-242.0111207,-0.0001731885184)
"N006373"	(-283.4750204,-0.0002133063288)
"F011249"	(-249.7305978,-0.0001123067489)
"H009819"	(-509.0128881,-0.0001547790489)
"D013777"	(-2.402559291,-0.0001076595673)
"D007043"	(-989.859987,-0.0006791744048)
"F007954"	(-688.7186194,-0.0001780722121)
"B009930"	(549.4768638,0.0004207424685)
"P011003"	(182.4046237,0.0002903416293)
"D001385"	(-343.4343196,-0.0003408559473)
"G003842"	(796.9796571,0.0007042244714)
"N011234"	(-85.32511534,-0.0001195324668)
"A003562"	(-644.0037126,-0.0005209591499)
"L013484"	(33.57762518,5.305246752e-05)
"A013938"	(339.1725856,0.0003113673178)
"N002497"	(-17.87404466,-9.484144795e-05)
"J010984"	(381.690664,0.0002896586323)
"D003437"	(-101.6576943,0.0001141038847)
"H008271"	(-477.8838934,-0.0003869754229)
"I004992"	(-516.9190171,-0.0003602947525)
"G007661"	(-213.7179673,-9.614093186e-05)
"D001874"	(-137.8915256,-0.000105228256)
"F006629"	(356.1386177,0.0001709871209)
"N003392"	(1115.304506,0.0008651464287)
"N002862"	(-53.98861356,-9.607830244e-05)
"D014790"	(21.59913498,0.0001030014891)
"G014183"	(960.0838396,0.0003941548954)
"Q001756"	(-27.05769366,-1.901072802e-05)
"A002723"	(242.3561961,2.18504186e-05)
"P006604"	(150.6885782,0.0001121942919)
"P013131"	(-144.7198283,-9.042515184e-05)
"J010831"	(-144.8366937,-4.263097873e-05)
"D012252"	(-633.8768457,-0.0003787455622)
"O007251"	(501.8093809,0.0004515926319)
"G012277"	(748.2309345,0.0004611195248)
"A012061"	(-157.4812325,-0.0001833592237)
"G005023"	(309.1591825,0.0001068508159)
"M010582"	(473.077925,0.0003029770188)
"N002638"	(-456.9349946,-0.0003716107884)
"O008128"	(-428.261824,-0.0003381173022)
"A000793"	(-141.0757721,4.809892763e-05)
"O003435"	(-12.71940209,-3.297278991e-05)
"F004456"	(165.6811686,0.0001888149907)
"E004122"	(274.3092153,0.0003867131389)
"P008041"	(108.6993081,8.909583488e-05)
"K012820"	(516.7489436,0.0004137139915)
"B001628"	(159.1935193,0.000176884407)
"E006520"	(366.6133845,0.0004112765123)
"H005302"	(-27.98492743,4.211340055e-05)
"P014177"	(78.84728286,6.638278233e-05)
"I012734"	(-99.75576392,-0.0001356247409)
"N014838"	(996.2012995,0.000613743498)
"K008947"	(141.7200458,0.0004450828032)
"O009749"	(149.2850456,0.0001692004627)
"M006913"	(588.53693,0.0004456071062)
"P003246"	(736.5551036,0.0004724879598)
"E001185"	(332.7119221,0.0001686239496)
"B004159"	(119.1454861,2.547234397e-05)
"K005840"	(-291.7989877,-0.0004239454118)
"P009863"	(-336.5123455,-0.0004277185589)
"J016122"	(335.7940136,0.000342178053)
"O015768"	(1559.136446,0.001564214426)
"A013642"	(-45.62379349,3.489838385e-05)
"L001795"	(151.5833094,0.0001491101296)
"C015598"	(145.6105996,0.000212569942)
"H007276"	(298.0323682,0.0002299312965)
"N011447"	(79.02376874,9.922346703e-05)
"O015380"	(-137.7017269,-9.904587276e-05)
"P001722"	(461.8351554,0.0006769354404)
"B011621"	(-388.5909684,-0.0003494639383)
"A002572"	(-73.41797878,-3.032259822e-05)
"K002640"	(-378.0568767,-0.0005258772612)
"G014097"	(92.34430254,0.000235651565)
"O007974"	(82.30309318,-0.0001166442031)
"K001926"	(194.1317315,4.775805079e-05)
"C014152"	(-196.9001262,6.969773274e-05)
"C000878"	(291.3575339,0.0001329807038)
"M001453"	(-721.9571006,-0.0004971703217)
"P013605"	(603.4020429,0.0003531291818)
"F007774"	(-397.1956003,-0.0003911044215)
"I015364"	(-661.5555811,-0.0002235063605)
"J015688"	(472.5360907,0.0001393311218)
"F001187"	(-48.9374301,7.984993432e-05)
"E001978"	(-161.3573132,-0.0001719585066)
"C010653"	(-640.2217841,-0.0001706940312)
"J008027"	(203.2600264,0.0001885496963)
"G005483"	(19.34955289,-1.935223564e-05)
"I013699"	(688.4400572,9.64966238e-05)
"P008705"	(238.1496063,0.0002255461912)
"I006842"	(-734.8473179,-0.0002938178965)
"K000164"	(-220.6414724,-0.0003987149447)
"K016053"	(-405.2749704,-0.0004057494164)
"C010656"	(512.6073585,0.0004901574013)
"K001478"	(-366.9163808,-0.0003455455146)
"O008922"	(412.2602363,0.0003835135749)
"H014874"	(-322.4355541,-0.000160864386)
